ComponentAge,MonthlyRunTime,Location,FlowRate,OPXVolume,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5,DaysSinceMaintenance,Target
0.55,11,A,0.992,,175,7.8,2.4,0.27,3.2,0.33,0.053,36,0
0.86,9.9,B,0.99832,,48,10.4,1.5,0.44,3.38,0.42,0.145,34,0
0.49,9.4,B,0.99596,,27,7.7,1.7,0.39,3.16,0.12,0.097,19,0
0.5,9.6,A,0.9982,,94,6.9,14.2,0.23,3.17,0.24,0.053,19,0
0.7,9.9,B,0.9977,,39,7.4,1.8,0.68,3.5,0.16,0.078,12,0
0.49,9.4,A,0.99692,,170,6.5,10.2,0.35,3.18,0.31,0.069,58,0
0.45,9.4,A,0.9927,,148,6.9,1,0.33,3.12,0.21,0.053,39,0
0.5,9.8,A,0.99441,,148,6.4,5.6,0.35,3.17,0.35,0.034,9,0
0.71,9.2,A,0.99773,,195,6.2,7.4,0.38,3.53,0.18,0.095,28,0
0.44,10.8,A,0.99299,4,150,5.7,6.9,0.265,3.36,0.28,0.036,46,1
0.56,10,A,0.9934,,204,6.6,0.8,0.905,3.34,0.19,0.048,17,0
0.41,9.8,A,0.99218,11,68,5.2,0.7,0.17,3.3,0.27,0.03,11,0
0.63,10.5,B,0.9994,,41,11.4,2.7,0.6,3.15,0.49,0.085,10,0
0.71,10.5,B,0.9973,,128,7.1,5.5,0.43,3.42,0.42,0.071,28,0
0.61,9.4,A,0.99714,,194,7.6,9.4,0.48,3.07,0.31,0.046,6,0
0.54,11.4,A,0.99043,,81,6.9,1,0.14,3.03,0.38,0.041,22,0
0.34,13,A,0.9925,,142,8.1,8.2,0.31,3.01,0.36,0.028,29,1
0.55,9.2,B,0.9961,8,39,7,1.6,0.42,3.34,0.35,0.088,16,0
0.54,9,A,0.9929,,109,6.1,1.8,0.27,3.08,0.25,0.041,9,0
0.78,9.1,A,0.99945,,156,7.1,14.55,0.17,3.34,0.4,0.047,47,0
0.46,9.8,A,0.99505,,112,7.3,6.6,0.32,3.22,0.34,0.032,24,0
0.9,11.8,A,0.99035,,170,5.8,1.8,0.17,3.38,0.34,0.045,96,1
0.68,11.2,B,0.99536,,10,8.2,2.2,0.31,3.31,0.4,0.058,6,1
0.95,9.2,B,1.001,,98,11.6,3.3,0.42,3.2,0.53,0.105,33,0
0.45,10,A,0.997,,146,7.5,11.3,0.17,3.17,0.44,0.046,65,0
0.41,8.8,A,0.99924,,133,6.5,16.3,0.23,3.26,0.36,0.038,43,0
0.78,13.9,A,0.9894,3,135,5.9,2.4,0.34,3.41,0.22,0.03,19,1
0.71,10.5,A,0.9933,,150,6.2,1.7,0.21,3.49,0.27,0.038,41,1
0.52,10.7,B,0.9987,,14,9.4,3.6,0.5,3.29,0.34,0.082,5,0
0.6,12,A,0.98984,,129,5.6,1.25,0.18,3.51,0.58,0.034,29,1
0.38,9,A,0.9998,,135,7.8,16.85,0.3,3.16,0.29,0.054,23,0
0.6,11.3,A,0.99143,,122,7.2,3.1,0.21,3,0.29,0.044,39,0
0.46,8.8,A,0.99906,,118,6.6,17.3,0.22,3.08,0.23,0.047,37,0
0.39,10.8,A,0.9906,9,115,5,1.5,0.17,3.48,0.56,0.026,24,1
0.51,10.4,B,0.99589,,31,7.6,1.7,0.54,3.37,0.02,0.085,17,0
0.47,9.3,A,0.99601,,173,6.8,8.3,0.26,3.17,0.46,0.037,49,0
0.45,8.6,A,0.99884,,186,6.8,16,0.44,3.13,0.2,0.065,61,0
0.43,8.7,A,0.9984,,135,7.4,15.5,0.16,2.9,0.27,0.05,25,1
0.82,8.9,A,1.0004,,170,8.4,11.8,0.2,3.34,0.38,0.055,51,0
0.73,12.2,A,0.99067,,153,5.8,2.7,0.32,3.44,0.31,0.049,25,1
0.55,9.7,B,0.9964,10,28,7.6,2.2,0.55,3.28,0.21,0.071,7,0
0.42,8.7,A,0.9948,,104,6.1,3.1,0.22,3.14,0.23,0.052,15,0
0.42,12.2,A,0.99,,81,6.2,1.4,0.16,3.26,0.47,0.029,23,0
0.41,11.4,A,0.99082,,87,6.6,2.35,0.425,3.05,0.25,0.034,23,0
0.77,12.5,B,0.99444,,43,8.3,2.4,0.31,3.31,0.39,0.078,17,1
0.58,10.4,A,0.99234,,109,5.8,1.5,0.22,3.37,0.25,0.024,21,0
0.5,9.7,A,1.0002,,126,8.3,14.8,0.22,3.22,0.38,0.054,32,0
0.43,9.4,A,0.99594,,183,6.9,9.4,0.43,3.17,0.28,0.056,29,0
0.54,10,A,0.9963,,240,7.3,6.3,0.17,3.36,0.23,0.051,35,0
0.98,10.2,B,0.99709,,60,9.9,2,0.54,2.94,0.26,0.111,7,0
0.35,10.2,A,0.9942,7,117,6.3,6.9,0.39,3.15,0.24,0.069,9,0
0.43,13.2,A,0.991,,114,7.3,4.6,0.43,3.23,0.37,0.028,17,0
0.42,10.7,A,0.9938,,117,7.9,6.7,0.29,3.12,0.39,0.036,6,0
0.55,11.2,A,0.99296,,119,6.9,5.8,0.22,3.17,0.32,0.041,20,0
0.54,10.6,A,0.99592,,156,8.1,7.4,0.33,3.19,0.36,0.037,36,0
0.67,9,A,0.99954,,201,7.1,16,0.29,3.3,0.3,0.036,58,0
0.74,14,B,0.9917,,50,5,2,0.42,3.72,0.24,0.06,19,1
0.49,10.4,A,0.99152,,125,6.4,2.8,0.17,3.03,0.3,0.034,33,0
0.75,9.8,B,0.9982,,14,10.9,1.8,0.39,3.3,0.47,0.118,6,0
0.72,11.5,B,0.9982,,51,10.3,2,0.5,3.16,0.42,0.069,21,0
0.54,8.9,A,0.99732,,137,6.6,11.4,0.285,3.08,0.49,0.035,57,0
0.52,8.8,A,0.9944,,135,7.3,3.3,0.51,3.01,0.26,0.09,7,0
0.45,9.8,A,0.9981,,197,8,14,0.22,3.14,0.28,0.053,83,0
0.36,12.7,A,0.9906,,77,5.6,4.7,0.39,3.28,0.24,0.034,27,0
0.68,9.8,B,0.9968,,67,7.8,2.6,0.88,3.2,0,0.098,25,0
0.3,9.3,A,0.99815,,119,7.6,10.6,0.3,3.27,0.27,0.039,31,0
0.54,10.5,B,0.99584,3,9,7,2.1,0.51,3.35,0.09,0.062,4,0
0.49,9.9,B,0.999,,54,8.4,6,1.035,3.37,0.15,0.073,11,0
0.55,10.7,A,0.99581,,105,7,12.85,0.13,3.05,0.37,0.042,36,0
0.52,8.8,A,0.99803,1,176.5,7.5,12.4,0.35,2.97,0.48,0.056,61,0
0.36,9,A,0.99666,,156,6.7,12.5,0.16,2.88,0.32,0.035,18,0
0.39,10.6,A,0.99368,,127,6,8.7,0.21,3.18,0.3,0.036,47,0
0.42,9.8,A,0.992,,174,6.7,1.2,0.25,3.14,0.13,0.041,81,0
0.67,9.6,A,0.99587,,130,9.8,1.8,0.16,3.04,0.46,0.046,23,0
0.56,9,A,0.99872,,173,6.6,15.6,0.32,3.18,0.47,0.063,27,0
0.47,9.5,A,0.99422,,98,7.6,4.6,0.17,3.08,0.27,0.05,23,0
0.62,10.1,B,0.9979,,91,9.7,2.5,0.69,3.29,0.32,0.088,22,0
0.58,11.3,A,0.99058,,98,6.8,1.3,0.16,3.02,0.36,0.034,32,0
0.72,10.3,A,0.99678,10,129,6.5,14.2,0.18,3.28,0.41,0.039,47,1
0.45,9.6,B,0.99534,,25,6.8,1.8,0.83,3.38,0.09,0.074,4,0
0.67,10.8,A,0.9914,,87,6.1,1.6,0.41,3.27,0,0.063,36,0
0.47,11.1,A,0.99216,,98,6.4,3,0.28,3.25,0.28,0.04,19,0
0.44,13,A,0.99408,1,134,6,15.5,0.28,3.19,0.27,0.036,31,1
0.48,11.1,A,0.99154,,105,7.2,1.5,0.25,3.17,0.32,0.054,24,0
0.4,9.4,A,0.9938,,136,7,3.8,0.29,2.95,0.49,0.047,37,0
0.61,12.1,A,0.9912,,96,8,1.3,0.18,3.06,0.37,0.04,15,0
0.49,9.7,A,0.99606,10,112,6.6,11.8,0.26,2.87,0.27,0.048,28,0
0.54,9.4,A,0.9946,,120,6.6,2,0.37,3.32,0.24,0.064,23,0
0.62,9.4,B,0.9968,,141,8.1,1.8,0.67,3.17,0.55,0.117,32,0
0.49,10.7,A,0.9934,5,152,7.9,2,0.28,3.45,0.41,0.044,50,1
0.53,9.2,A,0.9965,,215,7.6,7.6,0.34,3.11,0.39,0.04,45,0
0.5,9.533333333,A,0.99494,,170,6.6,8.1,0.34,3.15,0.4,0.046,68,0
0.5,10.9,A,0.99153,,99,6.1,2.6,0.19,3.18,0.37,0.041,24,0
0.56,10.4,A,0.99734,,227,6.6,15.6,0.33,3.25,0.32,0.054,62,0
0.62,9.3,B,0.9957,,53,6.6,2.1,0.44,3.32,0.15,0.076,22,0
0.77,9.5,B,0.9968,,52,8.3,1.8,0.715,3.23,0.15,0.089,10,0
0.58,12.4,A,0.98945,,110,5.7,1.9,0.22,3.26,0.33,0.036,37,0
0.36,11.8,A,0.9905,,100,5.3,4.2,0.3,3.3,0.16,0.029,37,1
0.63,11.6,B,0.9963,9,19,10,2.7,0.44,3.23,0.49,0.077,11,1
0.77,9.4,A,0.99899,,203,7.3,15.5,0.22,3.25,0.37,0.048,70,0
0.48,9.7,A,0.99499,,154,7.2,1.4,0.615,3.2,0.1,0.068,25,0
0.46,9.8,A,0.9942,1,120,6.8,5.2,0.12,3.41,0.31,0.045,29,1
0.49,10.8,A,0.99326,,131,6.9,6.3,0.22,3.08,0.31,0.029,41,0
0.8,9.3,A,0.99873,,171,8.2,13.9,0.37,2.99,0.64,0.043,22,0
0.48,9.3,A,0.99542,3,156,6.7,6.6,0.33,3.11,0.34,0.067,35,0
0.5,9.9,A,0.99276,5,125,5.7,2.5,0.2,3.34,0.3,0.046,38,0
0.45,9.5,A,0.994,,108,8.3,2.2,0.21,2.85,0.41,0.05,24,0
0.44,9.4,A,0.99566,,200,6.7,7.7,0.31,3.17,0.18,0.043,57,0
0.58,9.6,B,0.9961,,23,7.4,1.8,0.64,3.3,0.07,0.1,8,0
0.46,10.6,A,0.9951,,153,6,6.7,0.16,3.63,0.3,0.043,43,0
0.28,11.5,A,0.9927,,159,7.9,4.6,0.22,2.99,0.24,0.044,39,0
0.59,10.9,A,0.99193,,129,6.1,1.4,0.22,3.45,0.31,0.039,40,0
0.38,9,A,0.9986,,205,7.2,14.4,0.25,3.12,0.28,0.055,55,1
0.41,8.9,A,0.9977,4,161,7.8,11.2,0.27,3.06,0.58,0.036,44,0
0.78,9.6,B,0.9994,,15,10,2.2,0.32,3.2,0.59,0.077,3,0
0.71,12.3,A,0.9912,,113,6,3.5,0.26,3.4,0.32,0.028,29,1
0.44,11.9,B,0.9936,,16,6.6,1.8,0.96,3.5,0,0.082,5,0
0.47,8.9,A,0.9961,,214,6.8,7.8,0.26,3.13,0.24,0.052,54,0
0.62,11.4,A,0.99001,,77,5.2,1.4,0.25,3.32,0.23,0.047,20,0
0.27,11.4,A,0.9939,,176,6.9,7.7,0.2,3.22,0.4,0.032,51,0
0.86,12,B,0.99615,,31,9.2,2.2,0.31,3.33,0.36,0.079,11,1
0.28,10.8,A,0.9905,,131,6.4,1.1,0.45,2.97,0.07,0.03,10,0
0.28,11.4,A,0.9911,,48,7.8,1.35,0.21,3.15,0.49,0.052,6,0
0.59,10.3,A,0.9955,,107,8.3,2.4,0.27,3.28,0.39,0.058,16,0
0.49,9.9,B,0.99576,,21,9.2,1.6,0.56,3.15,0.18,0.078,10,0
0.35,11.3,A,0.9955,,158,7.8,13,0.43,3.14,0.49,0.033,37,0
0.55,11.4,A,0.993,,207,8.3,2,0.41,3.02,0.51,0.046,11,0
0.46,11.4,A,0.99182,,132,6.6,1.8,0.24,3.34,0.28,0.028,39,0
0.64,8.6,A,1.0001,,256,8.3,15,0.36,2.93,0.57,0.052,35,0
0.62,9.1,B,0.99747,,77,8.2,2,0.64,3.13,0.27,0.095,5,0
0.41,10.7,A,0.99126,0,147,7.6,0.9,0.17,3.02,0.46,0.036,63,0
0.55,9.4,B,0.99782,,144,9.5,2.3,0.57,3.27,0.27,0.082,23,0
0.89,11.8,B,0.99504,,46,8.4,1.8,0.62,3.38,0.12,0.072,38,0
0.35,10,A,0.9934,,149,6.5,5.4,0.39,3.24,0.23,0.051,25,0
0.63,9.9,A,0.994,,166,5,6.4,0.31,3.3,0,0.046,43,0
0.56,10.4,A,0.99695,,139,6.5,13.8,0.23,3.35,0.33,0.042,25,0
0.52,9.5,B,0.99685,,51,7.1,1.9,0.68,3.38,0.07,0.075,16,0
0.5,11.2,B,0.99572,,47,6.5,5.6,0.88,3.58,0.03,0.079,23,0
0.52,10,B,0.9944,,94,5.8,1.8,0.68,3.54,0.02,0.087,21,0
0.59,10.8,A,0.9909,,69,5.5,2.6,0.315,3.12,0.38,0.033,10,0
0.5,10.55,B,0.99236,,89,6,1.8,0.54,3.3,0.06,0.05,38,0
0.97,10.6,B,0.99633,,58,6.1,2.3,0.32,3.42,0.25,0.071,23,0
0.64,13.3,A,0.98802,,112,6,1.3,0.32,3.07,0.3,0.025,18,1
0.5,9.1,A,0.99976,,157,6.4,20.2,0.24,3.17,0.25,0.083,35,0
0.54,9.3,A,0.99794,,188,7.7,11.8,0.32,3,0.61,0.041,66,0
0.45,12.5,A,0.9914,,91,6.2,6.6,0.21,3.32,0.34,0.03,36,1
0.59,10.6,A,0.9935,,161,6.9,4.7,0.24,3.2,0.34,0.04,43,0
0.49,8.8,A,0.998,,204,7.1,13.1,0.32,3.1,0.24,0.05,52,0
1.12,9.1,B,0.9972,,119,8.3,1.5,0.625,3.16,0.2,0.08,27,0
0.44,10.4,A,0.99554,,178,7.3,9.4,0.34,3.15,0.3,0.057,34,0
0.42,12.5,A,0.99042,,140,6.1,4.7,0.28,3.16,0.27,0.03,56,1
0.98,12.7,A,0.99166,,125,8.8,2.1,0.33,2.96,0.36,0.034,19,0
0.73,9.5,B,0.99768,,28,7.3,2.1,0.51,3.52,0.18,0.07,12,0
0.79,11.1,B,0.99656,0,44,7.6,2.6,0.35,3.38,0.6,0.073,23,0
0.47,9,A,0.9999,11,155,7.2,18.95,0.25,2.97,0.39,0.038,42,0
0.53,9.8,A,0.9982,,113,6.5,14,0.41,3.44,0.24,0.048,24,0
0.36,12.3,A,0.9894,9,102,5.1,1.5,0.42,3.38,0.01,0.017,25,1
0.36,10.5,A,0.99148,,109,5.9,1.4,0.445,3.3,0.26,0.027,23,0
0.37,11.2,A,0.9941,,161,7.8,7,0.29,3.26,0.36,0.042,38,1
0.53,9.7,A,0.9954,4,161,6.4,6.4,0.26,3.38,0.49,0.037,37,0
0.65,11.1,A,0.99173,,83,7,1.4,0.28,3.18,0.28,0.039,12,0
0.86,11.6,A,0.993,,102,6.9,4.2,0.41,3,0.22,0.031,10,0
0.52,9.4,A,0.9968,,152,6.9,10.1,0.41,3.2,0.33,0.043,28,0
0.54,9.1,A,0.9971,,174,7.2,9.9,0.6,3.03,0.2,0.07,21,0
0.35,10.8,A,0.99526,,143,6.3,12.7,0.2,3.26,0.26,0.046,60,0
0.46,9,A,0.9939,,125,6.2,2.8,0.3,3.01,0.17,0.04,24,0
0.41,9.9,A,0.995,,163,7.2,6.7,0.43,3.2,0.24,0.058,40,0
0.33,9.8,A,0.9927,,99,7.4,1.2,0.21,3.19,0.27,0.041,27,0
0.54,9.4,B,0.99738,,74,8.8,2.9,0.59,3.14,0.18,0.089,12,0
0.46,11.3,A,0.99173,,79,7.3,3.8,0.25,3.07,0.27,0.047,16,0
0.44,9.5,A,0.99542,1,142,5.9,8.6,0.28,3.28,0.14,0.032,30,0
0.35,12.8,A,0.99636,,122,5.9,22.6,0.22,3.1,0.45,0.12,55,0
0.72,11.8,B,0.99543,9,72,8.8,2.3,0.3,3.39,0.38,0.06,19,0
1.98,9.8,B,0.9972,,133,8.6,2,0.49,2.93,0.29,0.11,19,0
0.38,9.7,A,0.9927,,101,6.5,1.1,0.21,3.12,0.42,0.059,33,0
0.45,9.4,A,0.99576,,113,6.7,8.8,0.4,3.22,0.22,0.052,24,0
0.99,12,B,0.99745,,24,10.2,4.1,0.44,3.29,0.58,0.092,11,1
0.44,9,A,0.998,,157,7.4,11.5,0.44,3.27,0.2,0.049,44,0
0.63,9.5,B,0.99815,,98,9,2.8,0.46,3.32,0.31,0.093,19,0
0.68,11.7,B,0.9972,,32,10.9,2.8,0.21,3.22,0.49,0.088,11,0
0.61,10.2,A,0.99289,3,113,6.8,1,0.32,3.24,0.3,0.049,22,0
0.45,9.5,B,0.99448,,26,6,1.4,0.5,3.36,0,0.057,15,0
0.55,11.3,A,0.9917,,156,7.4,1.1,0.25,3.13,0.49,0.042,35,0
0.37,10.4,A,0.99474,,111,5.7,9,0.27,3.36,0.16,0.053,32,0
0.39,11.7,A,0.9904,,98,6.9,1.2,0.28,3.07,0.33,0.039,16,0
0.54,10.2,A,0.99576,,144,7.7,5.8,0.18,3.24,0.35,0.055,25,0
0.44,11.8,A,0.99056,,109,6.3,2.3,0.24,3.34,0.35,0.039,43,0
0.54,9.4,B,0.9968,2,120,7.8,2,0.59,3.25,0.33,0.074,24,0
0.42,9.2,B,0.99668,,85,8,3.4,0.81,3.19,0.25,0.076,34,0
0.4,9.6,A,0.99304,10,144,7.1,1,0.31,3.13,0.17,0.042,21,0
0.31,12.5,A,0.9902,,114,6.9,4.2,0.26,3.16,0.29,0.043,33,0
0.66,10,A,0.99517,,104,9.2,2,0.19,3.09,0.42,0.047,16,0
0.54,10,A,0.99383,,147,6.3,5.6,0.18,3.09,0.22,0.047,45,0
0.41,8.7,A,0.9986,,238,7.3,13,0.29,3.06,0.3,0.043,46,0
0.75,9.5,A,0.9952,7,180,6.6,4.9,0.22,3.3,0.28,0.042,51,0
0.7,11.3,B,0.997,,16,10.4,3.7,0.34,3.19,0.58,0.174,6,0
0.36,9,A,0.99666,,156,6.7,12.5,0.16,2.88,0.32,0.035,18,0
0.62,11.1,A,0.9918,,97,7.5,1.3,0.2,3.06,0.49,0.031,8,0
0.45,9.4,A,0.99691,3,106,5.7,12.5,0.25,3.08,0.26,0.049,52.5,0
0.49,11.7,A,0.99394,,199,6.3,8.2,0.3,3.39,0.91,0.034,50,0
0.48,9.2,A,1.00037,,237,7.3,19.9,0.2,3.1,0.29,0.039,69,0
0.65,9.4,A,0.9982,,160,8.4,12.2,0.35,2.98,0.71,0.046,22,0
0.44,8.8,A,0.9967,,215,6.9,8.6,0.29,3.17,0.23,0.056,56,0
0.51,9.6,A,0.99537,,171,6.9,7.8,0.29,3.12,0.41,0.046,52,0
0.46,10.7,A,0.99216,,184,6.5,1.4,0.26,3.29,0.34,0.04,25,0
0.36,9.1,A,0.9952,,146,6.9,5,0.19,3.29,0.28,0.058,14,0
0.43,9.4,A,0.9956,,141,7,9,0.14,3.22,0.32,0.039,54,0
0.39,9,A,0.99792,,149,7,14.7,0.15,2.96,0.28,0.051,29,1
0.39,8.7,A,0.9997,,158,6.6,18.15,0.21,3.28,0.49,0.042,41,0
0.59,11.3,A,0.99138,,120,7.3,2.6,0.23,3.04,0.27,0.035,39,1
0.36,9.1,A,0.9964,,206,7.4,8.6,0.31,3.26,0.26,0.048,47,0
0.42,9.4,A,0.99352,,181,6.6,1.2,0.19,3.3,0.25,0.052,34,1
0.34,11.7,A,0.99086,8,85,6.7,2.6,0.41,3.05,0.27,0.033,25,0
0.51,9.4,A,0.9932,,125,6.9,1.2,0.49,3.17,0.24,0.049,13,0
0.4,11,A,0.9908,,114,5.8,1.2,0.26,3.42,0.18,0.031,40,1
0.4,11.6,A,0.9934,2,97,7.1,5.9,0.26,3.31,0.32,0.037,39,0
0.47,11.2,A,0.99266,,105,5.6,8.3,0.32,3.24,0.32,0.043,32,0
0.81,10.6,B,0.99492,,28,7,1.9,0.43,3.35,0.02,0.08,15,0
0.42,9.3,A,0.99658,,126,6.2,4.3,0.19,3.18,0.29,0.045,33,0
0.55,11.2,A,0.99138,,112,5.7,1.9,0.41,3.29,0.21,0.048,30,0
0.72,11.8,B,0.99543,,72,8.8,2.3,0.3,3.39,0.38,0.06,19,0
0.43,9.1,A,0.9936,,159,6.9,1.2,0.2,3.19,0.28,0.048,36,0
0.49,9.8,A,0.99428,,125,7.2,5.9,0.47,3.09,0.16,0.048,14,0
0.57,10.4,B,0.99745,,55,8.4,2,0.635,3.31,0.36,0.089,15,0
0.58,10.2,B,0.99665,10,27,6.6,2.6,0.7,3.44,0.08,0.106,14,0
0.38,11,A,0.99442,,156,7.6,8.8,0.31,3.08,0.27,0.021,57,1
0.43,13.2,A,0.98794,,114,6,1.4,0.29,3.08,0.25,0.033,30,0
0.52,12.7,B,0.9956,,39,6.3,3.2,0.36,3.56,0.19,0.075,15,0
0.38,11.7,A,0.99314,,97,6.8,11.6,0.3,2.96,0.27,0.028,22,0
0.5,10.5,A,0.99184,,58,8.5,1.1,0.19,2.9,0.48,0.026,23,0
0.39,9.4,A,0.99702,,95,6.6,13.9,0.13,3.17,0.29,0.056,33,0
0.42,9.5,A,0.9972,,137,5.8,13.3,0.25,3.34,0.24,0.044,41,0
0.42,9.7,A,0.99802,,182,6.7,12.6,0.24,3.42,0.26,0.053,44,0
0.59,9.8,B,0.9963,,60,7.5,2.2,0.58,3.28,0.14,0.077,27,0
0.56,11.3,A,0.9911,,104,7.3,2.5,0.24,3.05,0.3,0.042,31,1
0.75,9.5,A,0.9952,,180,6.6,4.9,0.22,3.3,0.28,0.042,51,0
0.41,8.9,A,0.9966,,166,7.5,8.1,0.29,2.9,0.67,0.037,53,0
0.54,10.1,B,0.995,,99,7.5,1.8,0.6,3.35,0.03,0.095,25,0
0.55,10.3,A,0.993,,199,6.6,1.2,0.22,3.37,0.37,0.059,45,1
0.43,13.2,A,0.98882,,121,6.9,2.1,0.28,2.98,0.24,0.034,49,1
0.34,10.8,A,0.99479,,149,6.4,11.2,0.22,3.21,0.3,0.046,53,0
0.52,9.8,A,0.99214,,145,6.9,1.4,0.34,3.07,0.36,0.032,13,0
0.45,12.5,A,0.9918,,130,7.6,7,0.48,3.25,0.33,0.024,14,1
0.74,10.5,B,0.9976,,13,10.2,2.6,0.29,3.05,0.49,0.059,5,1
0.62,11.6,A,0.99119,,109,7,1.4,0.29,3.31,0.35,0.036,42,0
0.68,11.2,B,1.0032,,43,15.6,3.7,0.685,2.95,0.76,0.1,6,1
0.49,9.1,A,0.9986,,229,7.4,12.8,0.19,3.14,0.3,0.053,48.5,1
0.37,12.6,A,0.9925,,122,7.3,6.8,0.42,3.19,0.38,0.045,29,1
0.5,9.1,A,0.998,,183,6.6,14.4,0.25,3.02,0.3,0.052,40,0
0.49,9.3,A,0.9981,,141,6.6,15.4,0.26,3.11,0.56,0.053,32,0
0.54,9.8,A,0.9939,,134,6,6,0.17,3.08,0.21,0.05,26,0
0.65,9.9,A,0.99605,,170,7.5,9.7,0.38,3.13,0.56,0.055,15,0
1.95,9.9,B,0.9972,,136,8.6,1.9,0.49,2.93,0.28,0.11,20,0
0.51,10.4,A,0.9981,,195,8.4,10.7,0.57,3.15,0.44,0.051,46,0
0.51,10.9,A,0.9928,,116,7.3,3.6,0.24,3.17,0.39,0.024,35,0
0.31,12.7,A,0.99068,,136,6.1,6.3,0.21,3.27,0.3,0.039,47,0
0.58,9.4,B,0.9954,,20,6.3,1.7,0.39,3.34,0.08,0.066,3,0
0.36,9.4,A,0.9954,,118,7,5.9,0.14,3.36,0.49,0.053,22,0
0.49,8.6,A,0.9976,,189,7.2,10.8,0.4,3.08,0.62,0.041,70,0
0.52,10.8,A,0.9925,,149,6.9,1.6,0.19,3.44,0.33,0.043,63,0
0.47,9.2,A,0.9967,,140,6.4,10.3,0.23,3.23,0.35,0.042,54,0
0.48,9,A,0.99855,,110,5.7,16.65,0.22,3.24,0.22,0.044,39,0
0.55,10.8,A,0.99468,,121,7.4,9,0.22,3.1,0.28,0.046,22,0
0.58,9.2,A,0.9971,,212,7.3,10.2,0.655,2.96,0.2,0.071,28,0
0.58,9.9,A,0.9956,,162,6.4,7.1,0.26,3.39,0.21,0.04,35,0
0.6,9.5,B,0.99633,,56,6.2,1.8,0.43,3.52,0.22,0.078,21,0
0.6,11.4,B,0.99546,,19,7.9,2,0.34,3.35,0.42,0.086,8,0
0.67,11.2,B,0.9964,,28,8.7,2.8,0.48,3.33,0.3,0.066,10,1
0.77,10.4,A,0.99752,,154,6.6,10.9,0.19,3.52,0.43,0.045,53,0
0.55,9.7,A,0.9997,9,123,11.8,11.1,0.23,2.93,0.38,0.034,15,0
0.78,12.8,B,0.99414,,102,7.2,2.5,,3.27,0.33,0.068,34,0
0.54,11,A,0.99244,,116,6.9,6.9,0.23,2.8,0.35,0.03,45,0
0.36,9.2,A,0.9958,,168,6.5,6.8,0.22,3.12,0.72,0.042,33,0
0.6,9.7,B,0.99864,,45,9.8,2.3,0.5,3.24,0.34,0.094,10,1
0.56,10.8,A,0.993,,117,7.7,1.2,0.26,3.21,0.32,0.04,26,0
0.64,10.7,A,0.9926,,96,6.7,2.1,0.23,3.33,0.31,0.046,30,1
0.98,10.5,A,0.9942,,120,6.4,5.8,0.24,3.01,0.49,0.053,25,0
0.58,11.63333333,A,0.9912,,151,5.8,3.2,0.35,3.35,0.29,0.034,41,1
0.52,9,A,0.99808,,171,6.8,12.8,0.18,3,0.3,0.062,19,1
0.8,10.5,B,0.99965,,33,10,2.6,0.31,3.36,0.47,0.085,14,1
0.43,9.4,B,0.99918,,88,10,2.5,0.35,3.15,0.45,0.092,20,0
0.56,10.6,A,0.9968,,161,7.4,14.6,0.28,3.14,0.36,0.048,35,0
0.46,12.9,A,0.99013,3,113,6.7,2.3,0.24,3.29,0.31,0.044,37,0
0.51,9.8,B,0.9976,,40,10.6,2.2,0.31,3.14,0.49,0.063,18,0
0.49,10.7,A,0.9948,,114,7.9,1.8,0.14,3.33,0.45,0.05,17,1
0.46,11.6,A,0.9921,,152,6.3,6.3,0.37,3.29,0.28,0.034,45,1
0.38,11.7,A,0.99314,,97,6.8,11.6,0.3,2.96,0.27,0.028,22,0
0.47,9.6,A,0.9982,5,194,7.7,15.3,0.24,3.06,0.29,0.044,39,1
0.38,9.4,A,0.99502,,178,6.7,7.1,0.54,3.16,0.27,0.049,8,0
0.42,9.5,A,0.9972,,187,6,12.6,0.29,3.33,0.2,0.045,45,0
0.27,13.6,A,0.99021,,139,7.1,6.2,0.37,3.17,0.3,0.04,49,0
0.54,12.3,B,0.99376,,17,8.2,1.9,0.23,3.21,0.42,0.069,9,0
0.35,10.2,A,0.99174,,135,5.6,1.4,0.26,3.32,0.18,0.034,18,0
0.72,10.2,B,0.9997,,58,6.8,5.6,0.69,3.46,0,0.124,21,0
0.53,9.7,A,0.9955,,178,7.2,7.2,0.31,3.14,0.35,0.046,45,0
0.49,11.5,A,0.9917,,134,6.3,1.7,0.21,3.42,0.4,0.031,48,0
0.36,12.5,A,0.9898,,134,6.5,2.2,0.24,3.28,0.36,0.027,36,1
0.57,9.3,A,0.9972,,245,6.3,11,0.6,3.19,0.44,0.05,50,0
0.48,9.2,B,0.99669,,73,6.4,3.9,0.57,3.32,0.14,0.07,27,0
0.53,9.6,A,0.99452,,272,6.2,1.7,0.255,3.53,0.24,0.039,138.5,0
0.51,9.8,A,0.9963,,214,7.2,11.6,0.37,3.1,0.4,0.032,34,0
0.42,11,A,0.9928,,93,6,6.8,0.2,3.15,0.26,0.049,22,0
0.41,10.8,A,0.9944,4,124,8.1,7.1,0.29,3.14,0.49,0.042,22,0
0.59,10.4,A,0.99587,,211,7.1,6.85,0.2,3.31,0.31,0.053,32,0
0.58,9.5,B,0.9964,,102,7.9,1.9,0.35,3.27,0.21,0.073,46,0
0.64,11,B,0.9951,,8,7.5,2.3,0.27,3.4,0.34,0.05,4,1
