,ComponentAge,MonthlyRunTime,Location,FlowRate,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5.1,DaysSinceMaintenance,Target,A,Location A
1748,0.49,10.0,A,0.998,185.0,8.0,9.0,0.25,3.34,0.49,0.044,31.0,0,1,1
1749,0.46,10.0,A,0.9922,145.0,6.8,1.4,0.31,3.19,0.09,0.04,56.0,0,1,1
1750,0.5,9.3,A,0.99428,124.0,6.9,3.3,0.3,3.18,0.25,0.041,26.0,0,1,1
1751,0.44,10.9,B,0.9955,60.0,7.7,2.0,0.96,3.36,0.2,0.047,15.0,0,0,0
1752,0.59,10.4,A,0.99223,193.0,6.5,1.7,0.29,3.25,0.52,0.034,41.0,0,1,1
1753,0.42,9.2,A,0.9956,209.0,6.4,7.8,0.25,3.21,0.74,0.045,52.0,0,1,1
1754,0.41,10.4,A,0.9974,228.0,9.2,10.5,0.27,3.04,0.34,0.043,49.0,0,1,1
1755,0.52,9.5,A,0.9956,111.0,7.1,8.6,0.21,2.95,0.27,0.056,26.0,0,1,1
1756,0.44,9.8,A,0.99795,165.0,6.6,11.4,0.21,3.41,0.31,0.039,46.0,1,1,1
1757,0.39,11.5,A,0.99089,80.0,6.9,4.2,0.26,3.12,0.27,0.031,20.0,0,1,1
1758,0.38,10.5,A,0.99665,135.0,6.1,16.55,0.22,3.2,0.28,0.059,54.0,0,1,1
1759,0.84,11.9,A,0.98975,59.0,5.2,1.6,0.155,3.3,0.33,0.028,13.0,1,1,1
1760,0.44,11.0,A,0.99104,76.0,6.7,1.4,0.2,3.11,0.3,0.025,17.0,0,1,1
1762,0.45,10.6,A,0.99243,100.0,7.4,1.7,0.2,3.28,0.29,0.047,16.0,0,1,1
1763,0.4,9.4,A,0.9944,168.0,7.5,1.4,0.42,3.06,0.2,0.06,15.0,0,1,1
1764,0.57,9.7,A,0.9958,172.0,6.3,8.45,0.28,3.39,0.24,0.031,32.0,1,1,1
1765,0.32,12.3,A,0.99172,91.0,6.6,6.7,0.24,3.13,0.28,0.032,26.0,0,1,1
1767,0.43,9.4,A,0.99594,183.0,6.9,9.4,0.43,3.17,0.28,0.056,29.0,0,1,1
1768,0.61,9.9,A,0.9954,166.0,6.7,9.4,0.24,3.12,0.41,0.04,49.0,0,1,1
1770,0.47,9.4,A,0.9944,162.0,7.0,1.8,0.35,3.18,0.31,0.069,15.0,0,1,1
1771,0.68,12.0,A,0.9899,115.0,6.6,1.1,0.16,3.01,0.34,0.037,41.0,0,1,1
1772,0.36,11.5,A,0.99004,92.0,6.2,1.0,0.28,3.17,0.57,0.043,50.0,0,1,1
1773,0.63,10.2,B,0.99734,69.0,8.7,2.7,0.63,3.26,0.28,0.096,17.0,0,0,0
1774,0.54,9.1,A,0.99834,146.0,6.7,16.4,0.34,3.06,0.31,0.051,20.0,0,1,1
1775,0.53,9.1,A,0.9962,157.0,6.4,7.3,0.24,3.25,0.23,0.069,31.0,0,1,1
1776,0.39,9.7,A,0.9942,127.0,6.8,5.3,0.15,3.4,0.3,0.05,40.0,0,1,1
1777,0.56,10.1,B,0.9986,31.0,9.5,2.1,0.735,3.23,0.1,0.079,6.0,0,0,0
1778,0.38,12.2,A,0.9942,126.0,7.0,12.8,0.17,3.26,0.74,0.045,24.0,1,1,1
1779,0.63,9.2,B,0.9959,72.0,7.4,2.2,0.55,3.05,0.22,0.106,12.0,0,0,0
1781,0.63,11.0,B,0.9962,55.0,7.8,1.9,0.64,3.31,0.0,0.072,27.0,0,0,0
1782,0.38,9.3,A,0.99413,199.0,7.7,1.2,0.18,3.03,0.3,0.046,49.0,0,1,1
1783,0.4,11.1,A,0.9921,147.0,6.4,4.5,0.25,3.18,0.37,0.039,41.0,1,1,1
1784,0.58,9.5,B,0.99686,94.0,7.9,2.3,0.58,3.21,0.23,0.076,23.0,0,0,0
1785,0.52,13.7,A,0.98906,94.0,5.8,4.5,0.31,3.25,0.32,0.024,28.0,1,1,1
1787,0.52,9.0,A,0.99839,136.0,6.7,14.9,0.24,3.03,0.29,0.053,55.0,0,1,1
1788,0.54,10.4,A,0.9954,221.0,7.0,8.6,0.21,3.25,0.28,0.045,37.0,0,1,1
1789,0.64,11.8,A,0.99322,158.0,5.0,11.8,0.33,3.41,0.23,0.03,23.0,0,1,1
1790,0.46,10.7,A,0.99474,144.0,6.1,6.0,0.16,3.68,0.29,0.03,29.0,0,1,1
1791,0.58,9.9,A,0.9936,113.0,5.7,6.3,0.16,3.06,0.26,0.043,28.0,0,1,1
1792,0.35,11.2,A,0.99104,182.0,6.8,1.2,0.22,3.04,0.26,0.041,29.0,0,1,1
1793,0.36,11.8,A,0.99098,34.0,7.5,3.85,0.34,3.01,0.24,0.031,5.0,0,1,1
1794,0.31,12.5,A,0.9902,114.0,6.9,4.2,0.26,3.16,0.29,0.043,33.0,0,1,1
1795,0.59,9.5,A,0.997,124.0,7.1,11.6,0.2,2.92,0.36,0.042,45.0,1,1,1
1796,0.36,10.0,A,0.9928,117.0,8.2,1.3,0.23,2.99,0.37,0.042,39.0,0,1,1
1797,0.48,10.5,A,0.9944,172.0,7.6,2.1,0.33,3.42,0.36,0.034,26.0,0,1,1
1798,0.34,12.4,A,0.99086,112.0,6.9,6.1,0.24,3.19,0.37,0.027,38.0,0,1,1
1799,0.64,10.3,B,0.9974,58.0,7.8,2.8,0.43,3.31,0.32,0.08,29.0,0,0,0
1800,0.56,11.1,A,0.99078,95.0,6.0,2.0,0.2,3.27,0.25,0.041,30.0,0,1,1
1801,0.37,10.0,A,0.99388,128.0,6.6,7.4,0.17,3.16,0.26,0.052,45.0,0,1,1
1802,0.53,9.9,B,0.9994,124.0,6.6,7.9,0.735,3.47,0.02,0.122,68.0,0,0,0
1803,0.35,10.5,A,0.99194,106.0,8.5,1.1,0.2,3.0,0.4,0.046,31.0,0,1,1
1804,0.82,11.9,B,0.9963,24.0,7.6,2.0,0.3,3.44,0.42,0.052,6.0,0,0,0
1805,0.78,10.3,A,0.9938,136.0,6.9,1.4,0.21,3.63,0.33,0.056,35.0,0,1,1
1806,0.64,12.1,A,0.9891,78.0,5.1,1.3,0.25,3.23,0.36,0.035,40.0,1,1,1
1807,0.42,9.2,A,0.99828,110.0,6.5,17.3,0.23,3.15,0.25,0.046,15.0,0,1,1
1808,0.37,13.1,A,0.9892,138.0,6.2,3.6,0.29,3.31,0.32,0.026,39.0,1,1,1
1809,0.39,9.0,A,0.9956,118.0,6.8,4.7,0.15,3.43,0.33,0.059,31.0,1,1,1
1810,0.37,11.6,A,0.9911,146.0,7.6,3.8,0.24,3.06,0.44,0.037,49.0,0,1,1
1811,0.65,11.0,B,0.9972,16.0,10.7,2.6,0.35,3.15,0.53,0.07,5.0,1,0,0
1812,0.44,12.0,A,0.9907,152.0,5.9,3.5,0.62,3.44,0.28,0.039,55.0,0,1,1
1813,0.51,9.5,A,0.99592,183.0,6.3,11.2,0.28,3.12,0.47,0.04,61.0,0,1,1
1814,0.5,11.7,A,0.98949,79.0,6.6,1.0,0.15,2.96,0.34,0.037,45.0,0,1,1
1815,0.43,9.9,A,0.99286,112.0,7.3,1.7,0.26,3.11,0.24,0.05,10.0,0,1,1
1816,0.35,10.9,A,0.9911,108.0,6.4,1.0,0.18,3.31,0.35,0.045,39.0,0,1,1
1817,0.46,9.2,A,0.9974,182.0,6.3,13.0,0.55,3.2,0.45,0.047,33.0,0,1,1
1819,0.52,9.2,A,0.99626,151.0,7.2,8.5,0.4,3.2,0.24,0.055,45.0,0,1,1
1820,0.79,10.6,B,0.9971,14.0,9.9,2.1,0.35,3.26,0.55,0.062,5.0,0,0,0
1821,0.55,9.3,A,0.9986,174.0,6.5,12.0,0.43,3.31,0.28,0.056,23.0,0,1,1
1822,0.51,10.6,A,0.9917,104.0,5.9,1.3,0.36,3.33,0.41,0.047,45.0,0,1,1
1823,0.33,12.0,A,0.99452,154.0,8.2,12.4,0.3,3.04,0.44,0.043,52.0,0,1,1
1824,0.44,9.0,A,0.9979,194.0,7.2,14.3,0.23,3.09,0.38,0.058,55.0,0,1,1
1825,0.48,11.0,A,0.9954,124.0,6.0,9.7,0.33,3.47,0.38,0.04,29.0,0,1,1
1826,0.52,11.5,B,0.99331,11.0,7.3,1.2,0.305,3.29,0.39,0.059,7.0,0,0,0
1828,1.06,9.4,B,0.9986,18.0,10.6,2.2,0.36,3.04,0.6,0.152,7.0,0,0,0
1829,0.75,11.0,B,0.99574,40.0,6.3,2.3,0.51,3.42,0.13,0.076,29.0,0,0,0
1830,0.42,11.1,A,0.99254,104.0,6.5,6.65,0.26,3.18,0.32,0.059,34.0,0,1,1
1831,0.58,11.0,A,0.9966,144.0,7.7,8.1,0.42,3.4,0.38,0.061,49.0,0,1,1
1832,0.48,9.0,A,0.99855,110.0,5.7,16.65,0.22,3.24,0.22,0.044,39.0,0,1,1
1833,0.49,10.9,A,0.9937,135.0,9.6,1.5,0.23,2.96,0.4,0.044,19.0,0,1,1
1834,0.42,11.4,A,0.9936,87.0,7.0,6.5,0.35,3.4,0.3,0.028,27.0,1,1,1
1835,0.98,11.9,A,0.99002,90.0,5.7,1.8,0.28,3.27,0.36,0.041,38.0,1,1,1
1836,0.46,10.0,A,0.9922,147.0,6.7,1.3,0.31,3.18,0.08,0.038,58.0,0,1,1
1837,0.52,12.7,A,0.99117,100.0,7.9,4.45,0.44,3.17,0.26,0.033,23.0,0,1,1
1839,0.45,14.0,A,0.9907,88.0,5.8,7.5,0.39,3.38,0.47,0.027,12.0,0,1,1
1840,0.81,11.2,B,0.9955,19.0,8.4,2.3,0.37,3.17,0.43,0.063,12.0,1,0,0
1841,0.65,9.8,B,0.99748,38.0,7.4,2.0,0.61,3.48,0.01,0.074,13.0,0,0,0
1842,0.48,12.4,A,0.99084,56.0,7.6,5.0,0.27,3.06,0.34,0.04,18.0,0,1,1
1843,0.51,12.0,A,0.9953,153.0,7.4,15.1,0.49,3.13,0.24,0.03,34.0,1,1,1
1844,0.48,10.2,A,0.99238,155.0,6.3,1.5,0.18,3.19,0.22,0.043,45.0,0,1,1
1846,0.49,9.3,A,0.99488,150.0,6.4,7.9,0.23,2.86,0.37,0.05,60.0,0,1,1
1847,0.41,12.9,A,0.98892,142.0,5.9,2.0,0.3,3.41,0.3,0.03,38.0,1,1,1
1848,0.36,9.8,A,0.9944,40.0,9.0,3.5,0.2,3.14,0.33,0.049,10.0,0,1,1
1849,0.46,12.4,A,0.99315,111.0,5.6,10.2,0.26,3.44,0.0,0.038,13.0,0,1,1
1850,0.66,9.8,B,0.99689,31.0,6.4,1.8,0.64,3.59,0.21,0.081,14.0,0,0,0
1851,0.65,12.9,A,0.99188,113.0,6.7,9.0,0.35,3.13,0.32,0.032,29.0,1,1,1
1852,0.75,10.5,B,0.99659,13.0,9.6,1.9,0.38,3.15,0.42,0.071,5.0,0,0,0
1853,0.6,10.8,A,0.9922,125.0,6.7,2.0,0.17,3.26,0.37,0.039,34.0,1,1,1
1854,0.5,10.5,A,0.9926,140.0,6.3,0.9,0.27,3.45,0.38,0.051,7.0,1,1,1
1855,0.48,10.3,A,0.99378,158.0,6.3,6.6,0.25,3.2,0.27,0.054,40.0,0,1,1
1856,0.51,9.2,A,0.9982,188.0,6.6,15.8,0.24,3.24,0.27,0.035,46.0,0,1,1
1857,0.46,11.1,A,0.9914,101.0,6.8,1.9,0.23,3.1,0.33,0.047,20.0,0,1,1
1858,0.39,9.9,A,0.9932,108.0,6.3,1.4,0.24,3.27,0.74,0.172,24.0,0,1,1
1859,0.44,12.7,B,0.99007,109.0,8.0,0.9,0.18,2.89,0.37,0.049,36.0,0,0,0
1860,0.85,10.4,B,1.0,23.0,11.9,3.1,0.43,3.15,0.66,0.109,10.0,1,0,0
1861,0.65,9.55,B,0.99745,11.0,8.7,1.6,0.675,3.31,0.1,0.09,4.0,0,0,0
1862,0.8,9.7,B,0.9993,31.0,7.2,2.3,0.65,3.67,0.02,0.094,5.0,0,0,0
1863,0.46,11.0,A,0.99296,139.0,6.1,7.75,0.28,3.22,0.3,0.031,33.0,0,1,1
1865,0.4,11.7,A,0.9942,41.0,7.2,12.6,0.34,3.19,0.34,0.048,7.0,0,1,1
1866,0.87,10.3,B,0.999,28.0,9.1,2.1,0.22,3.41,0.24,0.078,1.0,0,0,0
1868,0.34,11.1,A,0.993,126.0,7.2,7.1,0.26,3.02,0.44,0.027,25.0,1,1,1
1869,0.48,10.2,B,0.99612,59.0,8.0,2.0,0.52,3.3,0.25,0.078,19.0,0,0,0
1870,0.51,9.5,B,1.0001,101.0,11.1,2.7,0.39,3.13,0.54,0.095,21.0,0,0,0
1872,0.77,9.4,B,0.99915,94.0,7.5,7.0,0.65,3.38,0.18,0.088,27.0,0,0,0
1873,0.51,10.6,A,0.9952,188.0,6.8,9.8,0.18,3.13,0.24,0.058,64.0,0,1,1
1874,0.58,9.6,B,0.9988,65.0,9.2,2.7,0.63,3.28,0.21,0.097,29.0,0,0,0
1875,0.56,10.6,A,0.9946,179.0,6.8,6.95,0.23,3.25,0.3,0.044,42.0,0,1,1
1876,0.69,10.4,A,0.9938,137.0,6.1,6.6,0.38,3.3,0.2,0.033,25.0,0,1,1
1877,0.86,10.5,B,0.99754,54.0,10.2,2.5,0.4,3.38,0.4,0.068,41.0,0,0,0
1878,0.67,10.4,A,0.9979,133.0,6.6,16.7,0.32,3.22,0.22,0.046,38.0,0,1,1
1879,0.59,9.7,B,0.99636,147.0,7.7,1.9,0.54,3.26,0.26,0.089,23.0,0,0,0
1882,0.53,9.4,B,0.9968,60.0,8.9,1.8,0.22,3.39,0.48,0.077,29.0,0,0,0
1884,0.73,12.5,A,0.99198,120.0,6.6,4.6,0.32,3.4,0.26,0.031,26.0,1,1,1
1885,0.44,9.5,A,0.997,94.0,7.5,11.7,0.18,3.19,0.31,0.051,24.0,1,1,1
1886,0.63,10.4,A,0.9924,29.0,6.0,1.3,0.26,3.29,0.34,0.046,6.0,0,1,1
1887,0.5,9.8,A,0.99432,216.5,6.4,4.85,0.37,3.1,0.37,0.041,39.5,0,1,1
1888,0.55,12.8,B,0.9928,8.0,6.8,1.8,0.36,3.36,0.32,0.067,4.0,1,0,0
1889,0.68,12.5,A,0.98954,116.0,6.5,1.6,0.19,3.21,0.34,0.029,39.0,0,1,1
1890,0.44,11.3,A,0.9914,143.0,6.0,3.3,0.31,3.31,0.24,0.041,25.0,0,1,1
1891,0.38,12.7,A,0.99045,94.0,6.7,5.4,0.24,3.15,0.26,0.03,15.0,0,1,1
1892,0.48,9.5,A,0.9942,85.0,6.9,3.6,0.25,2.99,0.24,0.057,13.0,0,1,1
1893,0.55,9.5,B,0.9968,143.0,7.9,2.0,0.5,3.2,0.33,0.084,15.0,0,0,0
1894,0.46,10.8,A,0.9922,75.0,7.0,1.5,0.17,3.3,0.37,0.028,26.0,1,1,1
1895,0.64,9.7,A,0.9958,172.0,6.3,7.2,0.26,3.49,0.24,0.039,38.0,0,1,1
1896,0.5,9.6,A,0.99309,210.0,6.1,1.4,0.38,3.24,0.47,0.051,59.0,0,1,1
1897,0.59,11.3,B,0.99394,27.0,8.8,1.7,0.24,3.14,0.35,0.055,13.0,1,0,0
1898,0.55,11.0,A,0.99178,113.0,8.4,1.3,0.23,3.1,0.32,0.048,59.0,0,1,1
1899,0.53,9.1,A,0.99576,188.0,6.5,7.8,0.25,3.2,0.45,0.048,52.0,0,1,1
1902,0.54,8.8,A,0.9984,138.0,7.8,12.2,0.24,3.01,0.32,0.054,42.0,0,1,1
1903,0.47,10.0,B,0.9946,21.0,7.3,1.2,0.65,3.39,0.0,0.065,15.0,1,0,0
1904,0.6,9.2,A,0.9964,172.0,6.7,8.9,0.47,3.22,0.34,0.043,31.0,0,1,1
1905,0.48,12.3,B,0.9922,33.0,6.3,1.4,0.47,3.45,0.0,0.055,27.0,0,0,0
1906,0.61,9.4,B,1.0004,53.0,9.7,2.9,0.55,3.14,0.17,0.087,20.0,0,0,0
1907,0.47,9.4,B,0.99694,23.0,8.8,1.6,0.685,3.32,0.26,0.088,16.0,0,0,0
1908,0.72,9.5,A,0.9941,141.0,6.5,1.4,0.18,3.34,0.26,0.041,40.0,0,1,1
1909,0.72,10.5,A,0.9931,119.0,5.9,1.4,0.17,3.68,0.3,0.042,25.0,0,1,1
1910,0.77,12.0,A,0.99076,100.0,5.5,1.5,0.16,3.43,0.26,0.032,35.0,0,1,1
1911,0.94,12.9,B,0.99264,86.0,5.1,1.7,0.585,3.56,0.0,0.044,14.0,1,0,0
1912,0.64,12.8,A,0.99158,114.0,7.0,7.75,0.28,3.12,0.32,0.032,30.0,1,1,1
1913,0.48,10.5,A,0.993,122.0,6.8,1.7,0.26,3.47,0.42,0.049,41.0,1,1,1
1914,0.53,10.5,A,0.9952,242.0,6.8,8.5,0.18,3.22,0.28,0.047,52.0,0,1,1
1915,0.41,12.2,A,0.991,144.0,7.1,2.7,0.22,3.31,0.74,0.044,42.0,0,1,1
1916,0.55,9.0,B,0.99685,37.0,8.2,2.3,1.0,3.32,0.09,0.065,7.0,0,0,0
1917,0.6,10.4,B,0.99791,26.0,12.0,1.4,0.63,3.07,0.5,0.071,6.0,0,0,0
1918,0.47,11.7,A,0.9917,128.0,6.9,1.6,0.31,3.37,0.34,0.032,23.0,0,1,1
1919,0.47,9.5,A,0.99541,191.0,6.6,8.2,0.26,3.16,0.52,0.047,52.0,0,1,1
1920,0.43,9.7,A,0.99271,140.0,5.8,1.1,0.38,3.27,0.26,0.058,20.0,0,1,1
1922,0.5,11.0,A,0.9917,118.0,7.3,1.6,0.21,3.3,0.29,0.034,29.0,1,1,1
1924,0.54,11.3,A,0.99237,111.0,7.6,1.9,0.2,3.29,0.36,0.043,24.0,0,1,1
1926,0.42,9.3,A,0.99668,145.0,6.3,12.3,0.2,3.16,0.19,0.048,54.0,0,1,1
1927,0.55,9.9,A,0.9934,146.0,5.1,5.7,0.165,3.18,0.22,0.047,42.0,0,1,1
1928,0.53,9.0,A,0.99865,197.0,7.2,13.7,0.23,3.12,0.19,0.052,47.0,0,1,1
1929,0.53,9.2,A,0.9965,215.0,7.6,7.6,0.34,3.11,0.39,0.04,45.0,0,1,1
1930,0.58,10.5,B,0.99615,63.0,7.7,2.6,0.43,3.37,0.25,0.073,29.0,0,0,0
1931,0.53,12.9,B,0.99162,12.0,6.4,1.65,0.69,3.47,0.0,0.055,7.0,0,0,0
1932,0.99,12.1,A,0.98976,121.0,5.4,1.5,0.23,3.24,0.36,0.03,74.0,1,1,1
1933,0.52,12.2,A,0.99076,73.0,7.2,4.5,0.33,2.97,0.22,0.031,10.0,1,1,1
1934,0.49,9.7,A,0.9946,185.0,6.3,4.9,0.34,3.15,0.36,0.035,31.0,0,1,1
1935,0.38,9.4,A,0.9934,86.0,7.1,1.9,0.28,3.15,0.26,0.049,12.0,0,1,1
1936,0.36,10.0,A,0.99425,82.0,6.4,7.9,0.14,3.26,0.28,0.057,21.0,0,1,1
1937,0.8,11.6,B,0.99484,34.0,6.7,2.4,0.32,3.29,0.44,0.061,24.0,1,0,0
1938,0.47,9.7,B,0.99578,24.0,10.0,1.4,0.69,2.88,0.11,0.084,8.0,0,0,0
1939,0.58,9.7,A,0.99794,248.0,6.7,12.1,0.42,3.31,0.39,0.04,61.0,0,1,1
1940,0.41,10.8,A,0.9944,124.0,8.1,7.1,0.29,3.14,0.49,0.042,22.0,0,1,1
1941,0.55,10.8,A,0.9965,159.0,5.8,9.1,0.28,3.66,0.66,0.039,26.0,0,1,1
1942,0.49,9.4,A,0.9963,90.0,6.4,9.6,0.18,3.35,0.32,0.052,24.0,0,1,1
1943,0.51,10.1,A,0.99155,77.0,5.2,0.8,0.16,3.25,0.34,0.029,26.0,0,1,1
1944,0.59,12.8,A,0.9903,102.0,7.1,1.8,0.36,3.34,0.24,0.025,32.0,0,1,1
1947,0.92,11.7,B,0.9964,17.0,9.4,2.8,0.3,3.15,0.56,0.08,6.0,1,0,0
1948,0.54,11.2,A,0.99164,90.0,6.8,1.4,0.14,3.27,0.18,0.047,30.0,0,1,1
1949,0.35,9.8,A,0.99676,95.0,6.7,14.8,0.11,3.2,0.26,0.053,44.0,0,1,1
1950,0.38,12.2,A,0.98926,86.0,7.3,0.9,0.23,2.9,0.24,0.031,29.0,0,1,1
1951,0.62,12.0,A,0.9918,126.0,7.1,1.4,0.37,3.19,0.32,0.037,27.0,0,1,1
1953,0.36,10.7,A,0.9962,184.0,7.1,8.7,0.85,3.22,0.49,0.028,40.0,0,1,1
1954,0.52,9.9,B,0.99622,131.0,7.8,2.0,0.6,3.21,0.26,0.08,31.0,0,0,0
1955,0.41,13.5,A,0.99012,75.0,6.2,5.4,0.2,3.36,0.33,0.028,21.0,1,1,1
1956,0.55,10.8,A,0.99296,144.0,7.3,1.5,0.32,3.2,0.29,0.038,32.0,0,1,1
1957,0.27,12.8,A,0.99054,93.0,6.6,6.1,0.36,3.19,0.28,0.029,12.0,1,1,1
1958,0.54,11.0,A,0.99287,143.0,6.8,5.4,0.18,3.1,0.35,0.054,53.0,1,1,1
1960,0.57,11.0,A,0.99138,110.0,5.8,1.5,0.23,3.3,0.21,0.044,21.0,0,1,1
1961,0.61,9.2,A,0.9971,191.0,6.9,9.8,0.38,3.28,0.25,0.04,28.0,0,1,1
1962,0.56,10.0,B,0.99685,62.0,8.0,2.8,0.725,3.35,0.24,0.083,10.0,0,0,0
1963,0.46,10.4,A,0.99608,134.0,7.4,9.6,0.37,3.13,0.26,0.05,33.0,0,1,1
1964,0.58,9.5,A,0.99692,155.0,7.2,8.9,0.34,3.01,0.23,0.105,22.0,0,1,1
1965,0.56,9.2,B,0.9958,15.0,6.2,1.6,0.45,3.41,0.2,0.069,3.0,0,0,0
1966,0.37,9.3,A,0.9952,152.0,6.9,4.6,0.17,3.29,0.22,0.064,55.0,0,1,1
1968,0.44,9.2,A,0.9964,172.0,7.2,8.0,0.25,3.16,0.19,0.044,51.0,0,1,1
1969,0.41,12.0,A,0.99078,132.0,7.0,2.8,0.22,3.34,0.26,0.036,44.0,1,1,1
1970,0.65,10.03333333,B,0.99704,28.0,11.6,1.4,0.475,3.07,0.4,0.091,6.0,0,0,0
1971,0.51,9.3,B,0.9976,46.0,8.8,2.8,0.61,3.26,0.3,0.088,17.0,0,0,0
1972,0.44,10.5,A,0.9914,120.0,7.0,1.6,0.22,2.98,0.32,0.045,40.0,0,1,1
1974,0.73,9.3,B,0.9974,19.0,7.7,2.4,0.665,3.27,0.0,0.09,8.0,0,0,0
1975,0.43,9.0,A,0.99591,194.0,6.0,7.0,0.26,3.21,0.18,0.055,50.0,0,1,1
1976,0.57,10.56666667,A,0.99212,177.0,6.5,1.7,0.51,3.28,0.25,0.048,39.0,0,1,1
1977,0.6,10.1,B,0.9964,16.0,6.9,2.4,0.36,3.41,0.25,0.098,5.0,0,0,0
1978,0.38,12.4,A,0.9931,186.0,7.7,8.65,0.35,3.14,0.49,0.033,42.0,1,1,1
1979,0.47,10.6,A,0.9951,138.0,7.4,10.2,0.29,3.1,0.28,0.032,43.0,0,1,1
1980,0.34,10.7,A,0.9947,119.0,5.6,10.6,0.26,3.4,0.27,0.03,27.0,1,1,1
1981,0.61,11.8,A,0.99065,82.0,6.2,2.5,0.3,3.31,0.3,0.041,29.0,1,1,1
1982,0.32,11.5,A,0.99038,148.0,8.4,0.95,0.31,2.93,0.31,0.021,52.0,0,1,1
1983,0.39,11.7,B,0.99064,100.0,6.7,2.4,0.28,3.26,0.28,0.012,36.0,1,0,0
1984,0.48,13.4,A,0.9896,93.0,6.9,4.2,0.33,3.18,0.31,0.04,21.0,1,1,1
1985,0.59,10.3,A,0.9961,199.0,7.0,3.9,0.27,3.54,0.29,0.059,28.0,0,1,1
1986,0.66,11.3,A,0.99048,122.0,5.4,1.2,0.255,3.37,0.33,0.051,29.0,0,1,1
1987,0.62,9.3,B,0.9987,39.0,7.7,2.0,0.56,3.48,0.2,0.075,9.0,0,0,0
1988,0.41,9.9,A,0.9928,184.0,6.6,1.5,0.36,3.18,0.21,0.049,39.0,0,1,1
1989,0.58,9.7,A,0.9974,188.0,7.4,8.2,0.3,3.52,0.49,0.055,49.0,0,1,1
1990,0.46,8.9,A,0.9972,142.0,6.8,9.7,0.64,3.37,0.08,0.062,26.0,0,1,1
1991,0.56,10.1,A,0.99338,113.0,7.3,1.5,0.25,3.38,0.28,0.043,19.0,0,1,1
1992,0.44,11.3,A,0.99186,131.0,6.3,5.1,0.4,3.24,0.24,0.036,43.0,0,1,1
1993,0.42,11.0,A,0.9928,93.0,6.0,6.8,0.2,3.15,0.26,0.049,22.0,0,1,1
1994,0.39,12.8,A,0.9896,99.0,5.8,4.0,0.28,3.39,0.34,0.031,40.0,1,1,1
1995,0.34,12.1,A,0.99084,119.0,7.7,1.2,0.3,3.18,0.34,0.048,4.0,0,1,1
1996,0.63,11.6,B,0.99646,32.0,6.2,4.4,0.52,3.56,0.08,0.071,11.0,0,0,0
1997,0.4,9.8,A,0.9987,183.0,7.2,12.7,0.23,3.41,0.33,0.049,50.0,0,1,1
1998,0.46,10.0,A,0.9968,212.0,8.1,11.8,0.2,3.09,0.49,0.048,46.0,1,1,1
1999,0.51,11.4,A,0.9918,173.0,7.3,1.6,0.26,3.19,0.31,0.04,39.0,0,1,1
2000,0.63,9.6,A,0.9972,209.0,7.5,10.2,0.28,3.16,0.39,0.045,59.0,0,1,1
2001,0.71,12.3,A,0.9906,114.0,7.2,2.0,0.32,3.1,0.36,0.033,37.0,1,1,1
2002,0.34,9.4,A,0.9956,131.0,8.9,1.6,0.32,3.13,0.49,0.05,17.0,0,1,1
2003,0.47,11.3,A,0.9916,132.0,6.1,4.25,0.44,3.26,0.28,0.032,43.0,1,1,1
2004,0.6,10.9,B,0.9962,56.0,8.8,2.2,0.55,3.21,0.04,0.119,14.0,0,0,0
2005,0.49,10.8,A,0.99326,131.0,6.9,6.3,0.22,3.08,0.31,0.029,41.0,0,1,1
2006,0.4,9.2,A,0.99318,100.0,7.0,1.1,0.23,3.04,0.42,0.062,35.0,0,1,1
2007,0.77,13.0,B,1.0018,77.0,13.5,4.8,0.53,3.18,0.79,0.12,23.0,0,0,0
2008,0.37,10.2,A,0.9956,139.0,6.5,8.8,0.28,3.32,0.26,0.04,44.0,0,1,1
2009,0.33,12.6,A,0.99082,105.0,7.1,5.5,0.26,3.06,0.37,0.025,31.0,1,1,1
2011,0.51,9.2,A,0.9936,149.0,7.2,2.4,0.27,3.1,0.27,0.048,30.0,0,1,1
2012,0.46,9.8,A,0.99556,90.0,7.0,8.9,0.22,3.29,0.29,0.05,24.0,0,1,1
2013,0.61,9.3,A,0.9983,181.0,7.0,14.9,0.3,3.18,0.38,0.032,60.0,1,1,1
2014,0.56,11.3,A,0.99121,148.0,7.1,2.6,0.23,3.03,0.3,0.034,62.0,1,1,1
2015,0.39,10.9,A,0.993,134.0,7.1,6.2,0.09,2.99,0.3,0.032,24.0,0,1,1
2016,0.38,10.7,A,0.99184,156.0,5.5,1.3,0.32,3.26,0.13,0.037,45.0,0,1,1
2017,0.59,9.9,A,0.9953,131.0,6.8,8.8,0.41,3.12,0.3,0.045,28.0,0,1,1
2018,0.45,11.6,A,0.99051,126.0,6.0,1.1,0.2,3.31,0.33,0.039,45.0,1,1,1
2019,0.82,12.3,A,0.991,165.0,7.9,1.2,0.14,3.08,0.74,0.028,30.0,0,1,1
2020,0.62,9.1,B,0.9984,63.0,8.3,2.9,0.58,3.17,0.13,0.096,14.0,0,0,0
2021,0.61,8.5,A,1.00038,183.0,6.4,18.0,0.18,2.98,0.48,0.054,56.0,0,1,1
2023,0.51,10.5,A,0.9926,164.0,6.9,1.0,0.18,3.42,0.33,0.054,24.0,0,1,1
